Service,Port,Protocol,Description
hde-lcesrvr-2,14937,udp,hde-lcesrvr-2
hydap,15000,udp,Hypack Data Aquisition
,15002,udp,Reserved
v2g-secc,15118,udp,v2g Supply Equipment Communication Controller Discovery Protocol
xpilot,15345,udp,XPilot Contact Port
3link,15363,udp,3Link Negotiation
cisco-snat,15555,udp,Cisco Stateful NAT
bex-xr,15660,udp,Backup Express Restore Server
ptp,15740,udp,Picture Transfer Protocol
2ping,15998,udp,2ping Bi-Directional Ping Service
,15999,udp,Reserved
,16000,udp,Reserved
,16001,udp,Reserved
,16002,udp,Reserved
alfin,16003,udp,Automation and Control by REGULACE.ORG
,16020,udp,Reserved
,16021,udp,Reserved
sun-sea-port,16161,udp,Solaris SEA Port
,16162,udp,Reserved
etb4j,16309,udp,etb4j
pduncs,16310,udp,"Policy Distribute, Update Notification"
pdefmns,16311,udp,Policy definition and update management
netserialext1,16360,udp,Network Serial Extension Ports One
netserialext2,16361,udp,Network Serial Extension Ports Two
netserialext3,16367,udp,Network Serial Extension Ports Three
netserialext4,16368,udp,Network Serial Extension Ports Four
connected,16384,udp,Connected Corp
,16385,udp,Reserved
,16619,udp,Reserved
,16665,udp,Reserved
vtp,16666,udp,Vidder Tunnel Protocol
,16789,udp,Reserved
newbay-snc-mc,16900,udp,Newbay Mobile Client Update Service
sgcip,16950,udp,Simple Generic Client Interface Protocol
intel-rci-mp,16991,udp,INTEL-RCI-MP
amt-soap-http,16992,udp,Intel(R) AMT SOAP/HTTP
amt-soap-https,16993,udp,Intel(R) AMT SOAP/HTTPS
amt-redir-tcp,16994,udp,Intel(R) AMT Redirection/TCP
amt-redir-tls,16995,udp,Intel(R) AMT Redirection/TLS
isode-dua,17007,udp,
,17010,udp,Reserved
,17184,udp,Reserved
soundsvirtual,17185,udp,Sounds Virtual
chipper,17219,udp,Chipper
avtp,17220,udp,IEEE 1722 Transport Protocol for Time Sensitive Applications
avdecc,17221,udp,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control"
cpsp,17222,udp,Control Plane Synchronization Protocol (SPSP)
,17223,udp,Reserved
trdp-pd,17224,udp,Train Realtime Data Protocol (TRDP) Process Data
trdp-md,17225,udp,Train Realtime Data Protocol (TRDP) Message Data
integrius-stp,17234,udp,Integrius Secure Tunnel Protocol
ssh-mgmt,17235,udp,SSH Tectia Manager
db-lsp-disc,17500,udp,Dropbox LanSync Discovery
,17555,udp,Reserved
ea,17729,udp,Eclipse Aviation
zep,17754,udp,Encap. ZigBee Packets
zigbee-ip,17755,udp,ZigBee IP Transport Service
zigbee-ips,17756,udp,ZigBee IP Transport Secure Service
,17777,udp,Reserved
biimenu,18000,udp,"Beckman Instruments, Inc."
,18104,udp,Reserved
,18136,udp,Reserved
opsec-cvp,18181,udp,OPSEC CVP
opsec-ufp,18182,udp,OPSEC UFP
opsec-sam,18183,udp,OPSEC SAM
opsec-lea,18184,udp,OPSEC LEA
opsec-omi,18185,udp,OPSEC OMI
ohsc,18186,udp,Occupational Health Sc
opsec-ela,18187,udp,OPSEC ELA
checkpoint-rtm,18241,udp,Check Point RTM
,18242,udp,Reserved
,18243,udp,Reserved
gv-pf,18262,udp,GV NetConfig Service
ac-cluster,18463,udp,AC Cluster
heythings,18516,udp,HeyThings Device communicate service
rds-ib,18634,udp,Reliable Datagram Service
rds-ip,18635,udp,Reliable Datagram Service over IP
vdmmesh-disc,18668,udp,Manufacturing Execution Systems Mesh Communication
ique,18769,udp,IQue Protocol
infotos,18881,udp,Infotos
apc-necmp,18888,udp,APCNECMP
igrid,19000,udp,iGrid Server
scintilla,19007,udp,Scintilla protocol for device services
,19020,udp,Reserved
opsec-uaa,19191,udp,OPSEC UAA
ua-secureagent,19194,udp,UserAuthority SecureAgent
cora-disc,19220,udp,Discovery for Client Connection Management and Data Exchange Service
keysrvr,19283,udp,Key Server for SASSAFRAS
keyshadow,19315,udp,Key Shadow for SASSAFRAS
mtrgtrans,19398,udp,mtrgtrans
hp-sco,19410,udp,hp-sco
hp-sca,19411,udp,hp-sca
hp-sessmon,19412,udp,HP-SESSMON
fxuptp,19539,udp,FXUPTP
sxuptp,19540,udp,SXUPTP
jcp,19541,udp,JCP Client
mle,19788,udp,Mesh Link Establishment
,19790,udp,Reserved
,19998,udp,Reserved
dnp-sec,19999,udp,Distributed Network Protocol - Secure
dnp,20000,udp,DNP
microsan,20001,udp,MicroSAN
commtact-http,20002,udp,Commtact HTTP
commtact-https,20003,udp,Commtact HTTPS
openwebnet,20005,udp,OpenWebNet protocol for electric network
ss-idi-disc,20012,udp,Samsung Interdevice Interaction discovery
,20013,udp,Reserved
opendeploy,20014,udp,OpenDeploy Listener
nburn-id,20034,udp,"NetBurner ID Port IANA assigned this well-formed service name as a replacement for ""nburn_id""."
nburn_id,20034,udp,NetBurner ID Port
tmophl7mts,20046,udp,TMOP HL7 Message Transfer Service
mountd,20048,udp,NFS mount protocol
nfsrdma,20049,udp,Network File System (NFS) over RDMA
,20057,udp,Reserved
tolfab,20167,udp,TOLfab Data Change
ipdtp-port,20202,udp,IPD Tunneling Port
ipulse-ics,20222,udp,iPulse-ICS
emwavemsg,20480,udp,emWave Message Service
track,20670,udp,Track
,20810,udp,Reserved
athand-mmp,20999,udp,AT Hand MMP
irtrans,21000,udp,IRTrans Control
,21010,udp,Reserved
,21212,udp,Reserved
,21213,udp,Reserved
,21221,udp,Reserved
,21553,udp,Reserved
dfserver,21554,udp,MineScape Design File Server
vofr-gateway,21590,udp,VoFR Gateway
tvpm,21800,udp,TVNC Pro Multiplexing
webphone,21845,udp,webphone
netspeak-is,21846,udp,NetSpeak Corp. Directory Services
netspeak-cs,21847,udp,NetSpeak Corp. Connection Services
netspeak-acd,21848,udp,NetSpeak Corp. Automatic Call Distribution
netspeak-cps,21849,udp,NetSpeak Corp. Credit Processing System
snapenetio,22000,udp,SNAPenetIO
optocontrol,22001,udp,OptoControl
optohost002,22002,udp,Opto Host Port 2
optohost003,22003,udp,Opto Host Port 3
optohost004,22004,udp,Opto Host Port 4
optohost004,22005,udp,Opto Host Port 5
,22125,udp,Reserved
,22128,udp,Reserved
,22222,udp,Reserved
wnn6,22273,udp,wnn6
cis,22305,udp,CompactIS Tunnel
showcockpit-net,22333,udp,ShowCockpit Networking
shrewd-stream,22335,udp,Initium Labs Security and Automation Streaming
cis-secure,22343,udp,CompactIS Secure Tunnel
wibukey,22347,udp,WibuKey Standard WkLan
codemeter,22350,udp,CodeMeter Standard
,22351,udp,Reserved
,22537,udp,Reserved
vocaltec-phone,22555,udp,Vocaltec Internet Phone
talikaserver,22763,udp,Talika Main Server
aws-brf,22800,udp,Telerate Information Platform LAN
brf-gw,22951,udp,Telerate Information Platform WAN
inovaport1,23000,udp,Inova LightLink Server Type 1
inovaport2,23001,udp,Inova LightLink Server Type 2
inovaport3,23002,udp,Inova LightLink Server Type 3
inovaport4,23003,udp,Inova LightLink Server Type 4
inovaport5,23004,udp,Inova LightLink Server Type 5
inovaport6,23005,udp,Inova LightLink Server Type 6
,23053,udp,Reserved
s102,23272,udp,S102 application
5afe-disc,23294,udp,5AFE SDN Directory discovery
elxmgmt,23333,udp,Emulex HBAnyware Remote Management
novar-dbase,23400,udp,Novar Data
novar-alarm,23401,udp,Novar Alarm
novar-global,23402,udp,Novar Global
,23456,udp,Reserved
,23457,udp,Reserved
,23546,udp,Reserved
med-ltp,24000,udp,med-ltp
med-fsp-rx,24001,udp,med-fsp-rx
med-fsp-tx,24002,udp,med-fsp-tx
med-supp,24003,udp,med-supp
med-ovw,24004,udp,med-ovw
med-ci,24005,udp,med-ci
med-net-svc,24006,udp,med-net-svc
filesphere,24242,udp,fileSphere
vista-4gl,24249,udp,Vista 4GL
ild,24321,udp,Isolv Local Directory
hid,24322,udp,Transport of Human Interface Device data streams
,24323,udp,Reserved
intel-rci,24386,udp,"Intel RCI IANA assigned this well-formed service name as a replacement for ""intel_rci""."
intel_rci,24386,udp,Intel RCI
tonidods,24465,udp,Tonido Domain Server
binkp,24554,udp,BINKP
bilobit-update,24577,udp,bilobit Service Update
,24666,udp,Reserved
canditv,24676,udp,Canditv Message Service
flashfiler,24677,udp,FlashFiler
proactivate,24678,udp,Turbopower Proactivate
tcc-http,24680,udp,TCC User HTTP Service
,24754,udp,Reserved
assoc-disc,24850,udp,Device Association Discovery
find,24922,udp,Find Identification of Network Devices
icl-twobase1,25000,udp,icl-twobase1
icl-twobase2,25001,udp,icl-twobase2
icl-twobase3,25002,udp,icl-twobase3
icl-twobase4,25003,udp,icl-twobase4
icl-twobase5,25004,udp,icl-twobase5
icl-twobase6,25005,udp,icl-twobase6
icl-twobase7,25006,udp,icl-twobase7
icl-twobase8,25007,udp,icl-twobase8
icl-twobase9,25008,udp,icl-twobase9
icl-twobase10,25009,udp,icl-twobase10
,25576,udp,Reserved
,25604,udp,Reserved
vocaltec-hos,25793,udp,Vocaltec Address Server
tasp-net,25900,udp,TASP Network Comm
niobserver,25901,udp,NIObserver
nilinkanalyst,25902,udp,NILinkAnalyst
niprobe,25903,udp,NIProbe
bf-game,25954,udp,Bitfighter game server
bf-master,25955,udp,Bitfighter master server
quake,26000,udp,quake
scscp,26133,udp,Symbolic Computation Software Composability Protocol
wnn6-ds,26208,udp,wnn6-ds
,26257,udp,Reserved
ezproxy,26260,udp,eZproxy
ezmeeting,26261,udp,eZmeeting
k3software-svr,26262,udp,K3 Software-Server
k3software-cli,26263,udp,K3 Software-Client
exoline-udp,26486,udp,EXOline-UDP
exoconfig,26487,udp,EXOconfig
exonet,26489,udp,EXOnet
,27010,udp,Reserved
,27017,udp,Reserved
imagepump,27345,udp,ImagePump
jesmsjc,27442,udp,Job controller service
kopek-httphead,27504,udp,Kopek HTTP Head Port
ars-vista,27782,udp,ARS VISTA Application
,27876,udp,Reserved
tw-auth-key,27999,udp,Attribute Certificate Services
nxlmd,28000,udp,NX License Manager
,28001,udp,Reserved
,28010,udp,Reserved
,28080,udp,Reserved
a27-ran-ran,28119,udp,A27 cdma2000 RAN Management
voxelstorm,28200,udp,VoxelStorm game server
siemensgsm,28240,udp,Siemens GSM
,28589,udp,Reserved
,29000,udp,Reserved
,29118,udp,Reserved
otmp,29167,udp,ObTools Message Protocol
,29168,udp,Reserved
,29999,udp,Reserved
,30000,udp,Reserved
pago-services1,30001,udp,Pago Services 1
pago-services2,30002,udp,Pago Services 2
amicon-fpsu-ra,30003,udp,Amicon FPSU-IP Remote Administration
amicon-fpsu-s,30004,udp,Amicon FPSU-IP VPN
,30100,udp,Reserved
kingdomsonline,30260,udp,Kingdoms Online (CraigAvenue)
,30400,udp,Reserved
samsung-disc,30832,udp,Samsung Convergence Discovery Protocol
ovobs,30999,udp,OpenView Service Desk Client
ka-kdp,31016,udp,Kollective Agent Kollective Delivery Protocol
,31020,udp,Reserved
yawn,31029,udp,YaWN - Yet Another Windows Notifier
eldim,31337,udp,eldim is a secure file upload proxy
,31400,udp,Reserved
xqosd,31416,udp,XQoS network monitor
tetrinet,31457,udp,TetriNET Protocol
lm-mon,31620,udp,lm mon
,31685,udp,Reserved
gamesmith-port,31765,udp,GameSmith Port
iceedcp-tx,31948,udp,"Embedded Device Configuration Protocol TX IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
iceedcp_tx,31948,udp,Embedded Device Configuration Protocol TX
iceedcp-rx,31949,udp,"Embedded Device Configuration Protocol RX IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
iceedcp_rx,31949,udp,Embedded Device Configuration Protocol RX
iracinghelper,32034,udp,iRacing helper service
t1distproc60,32249,udp,T1 Distributed Processor
,32400,udp,Reserved
apm-link,32483,udp,Access Point Manager Link
sec-ntb-clnt,32635,udp,SecureNotebook-CLNT
DMExpress,32636,udp,DMExpress
filenet-powsrm,32767,udp,FileNet BPM WS-ReliableMessaging Client
filenet-tms,32768,udp,Filenet TMS
filenet-rpc,32769,udp,Filenet RPC
filenet-nch,32770,udp,Filenet NCH
filenet-rmi,32771,udp,FileNet RMI
filenet-pa,32772,udp,FileNET Process Analyzer
filenet-cm,32773,udp,FileNET Component Manager
filenet-re,32774,udp,FileNET Rules Engine
filenet-pch,32775,udp,Performance Clearinghouse
filenet-peior,32776,udp,FileNET BPM IOR
filenet-obrok,32777,udp,FileNet BPM CORBA
mlsn,32801,udp,Multiple Listing Service Network
,32811,udp,Reserved
idmgratm,32896,udp,Attachmate ID Manager
,33000,udp,Reserved
,33060,udp,Reserved
aurora-balaena,33123,udp,Aurora (Balaena Ltd)
diamondport,33331,udp,DiamondCentral Interface
,33333,udp,Reserved
speedtrace-disc,33334,udp,SpeedTrace TraceAgent Discovery
traceroute,33434,udp,traceroute use
mtrace,33435,udp,IP Multicast Traceroute
snip-slave,33656,udp,SNIP Slave
,33890,udp,Reserved
turbonote-2,34249,udp,TurboNote Relay Server Default Port
p-net-local,34378,udp,P-Net on IP local
p-net-remote,34379,udp,P-Net on IP remote
edi_service,34567,udp,dhanalakshmi.org EDI Service
profinet-rt,34962,udp,PROFInet RT Unicast
profinet-rtm,34963,udp,PROFInet RT Multicast
profinet-cm,34964,udp,PROFInet Context Manager
ethercat,34980,udp,EtherCAT Port
,35000,udp,Reserved
rt-viewer,35001,udp,ReadyTech Viewer
,35002,udp,Reserved
,35003,udp,Reserved
rt-classmanager,35004,udp,ReadyTech ClassManager
,35005,udp,Reserved
,35006,udp,Reserved
axio-disc,35100,udp,Axiomatic discovery protocol
,35354,udp,Reserved
altova-lm-disc,35355,udp,Altova License Management Discovery
,35356,udp,Reserved
,35357,udp,Reserved
allpeers,36001,udp,AllPeers Network
wlcp,36411,udp,Wireless LAN Control plane Protocol (WLCP)
,36412,udp,Reserved
,36422,udp,Reserved
,36462,udp,Reserved
,36524,udp,Reserved
,36602,udp,Reserved
,36700,udp,Reserved
kastenxpipe,36865,udp,KastenX Pipe
,37472,udp,Reserved
neckar,37475,udp,science + computing's Venus Administration Port
,37483,udp,Reserved
,37601,udp,Reserved
unisys-eportal,37654,udp,Unisys ClearPath ePortal
,38000,udp,Reserved
,38001,udp,Reserved
crescoctrl-disc,38002,udp,Cresco Controller Discovery
galaxy7-data,38201,udp,Galaxy7 Data Tunnel
fairview,38202,udp,Fairview Message Service
agpolicy,38203,udp,AppGate Policy Server
,38412,udp,Reserved
,38422,udp,Reserved
,38462,udp,Reserved
,38472,udp,Reserved
,38638,udp,Reserved
,38800,udp,Reserved
,38865,udp,Reserved
,39063,udp,Reserved
turbonote-1,39681,udp,TurboNote Default Port
safetynetp,40000,udp,SafetyNET p
k-patentssensor,40023,udp,K-PatentsSensorInformation
,40404,udp,Reserved
cscp,40841,udp,CSCP
csccredir,40842,udp,CSCCREDIR
csccfirewall,40843,udp,CSCCFIREWALL
ortec-disc,40853,udp,ORTEC Service Discovery
fs-qos,41111,udp,Foursticks QoS Protocol
,41121,udp,Reserved
z-wave-s,41230,udp,Z-Wave Protocol over DTLS
crestron-cip,41794,udp,Crestron Control Port
crestron-ctp,41795,udp,Crestron Terminal Port
,41796,udp,Reserved
,41797,udp,Reserved
candp,42508,udp,Computer Associates network discovery protocol
candrp,42509,udp,CA discovery response
caerpc,42510,udp,CA eTrust RPC
recvr-rc-disc,43000,udp,Receiver Remote Control Discovery
reachout,43188,udp,REACHOUT
ndm-agent-port,43189,udp,NDM-AGENT-PORT
ip-provision,43190,udp,IP-PROVISION
,43191,udp,Reserved
shaperai-disc,43210,udp,Shaper Automation Server Management Discovery
hmip-routing,43438,udp,HmIP LAN Routing
eq3-config,43439,udp,EQ3 discovery and configuration
ew-disc-cmd,43440,udp,Cisco EnergyWise Discovery and Command Flooding
ciscocsdb,43441,udp,Cisco NetMgmt DB Ports
,44123,udp,Reserved
pmcd,44321,udp,PCP server (pmcd)
pmcdproxy,44322,udp,PCP server (pmcd) proxy
,44323,udp,Unassigned
,44444,udp,Reserved
,44445,udp,Reserved
domiq,44544,udp,DOMIQ Building Automation
rbr-debug,44553,udp,REALbasic Remote Debug
asihpi,44600,udp,AudioScience HPI
EtherNet-IP-2,44818,udp,"EtherNet/IP messaging IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2""."
EtherNet/IP-2,44818,udp,EtherNet/IP messaging
m3da-disc,44900,udp,M3DA Discovery is used for efficient machine-to-machine communications
asmp-mon,45000,udp,Nuance AutoStore Status Monitoring Protocol (device monitoring)
,45001,udp,Reserved
,45002,udp,Reserved
,45045,udp,Reserved
invision-ag,45054,udp,InVision AG
cloudcheck-ping,45514,udp,ASSIA CloudCheck WiFi Management keepalive
eba,45678,udp,EBA PRISE
,45824,udp,Reserved
qdb2service,45825,udp,Qpuncture Data Access Service
ssr-servermgr,45966,udp,SSRServerMgr
,46336,udp,Reserved
,46998,udp,Reserved
mediabox,46999,udp,MediaBox Server
mbus,47000,udp,Message Bus
,47001,udp,Reserved
jvl-mactalk,47100,udp,Configuration of motors connected to Industrial Ethernet
dbbrowse,47557,udp,Databeam Corporation
directplaysrvr,47624,udp,Direct Play Server
ap,47806,udp,ALC Protocol
bacnet,47808,udp,Building Automation and Control Networks
presonus-ucnet,47809,udp,PreSonus Universal Control Network Protocol
nimcontroller,48000,udp,Nimbus Controller
nimspooler,48001,udp,Nimbus Spooler
nimhub,48002,udp,Nimbus Hub
nimgtw,48003,udp,Nimbus Gateway
,48004,udp,Reserved
,48005,udp,Reserved
,48048,udp,Reserved
,48049,udp,Reserved
,48050,udp,Reserved
isnetserv,48128,udp,Image Systems Network Services
blp5,48129,udp,Bloomberg locator
com-bardac-dw,48556,udp,com-bardac-dw
iqobject,48619,udp,iqobject
robotraconteur,48653,udp,Robot Raconteur transport
,49000,udp,Reserved
nusdp-disc,49001,udp,Nuance Unity Service Discovery Protocol
,49150,udp,Reserved
acs-ctl-ds,,udp,Access Control Device
acs-ctl-gw,,udp,Access Control Gateway
airmate,,udp,Airmate interworking protocol
airplay,,udp,Protocol for streaming of audio/video content
alpacadiscovery,,udp,ASCOM Alpaca Device Discovery
amba-cam,,udp,Ambarella Cameras
apple-midi,,udp,Apple MIDI
arcnet,,udp,Arcturus Networks Inc. Hardware Services
asam-cmp,,udp,ASAM Capture Module Protocol
astnotify,,udp,Asterisk Caller-ID Notification Service
atnet,,udp,AT protocol over IP
attero-ad,,udp,Attero Tech Audio Device
axis-nvr,,udp,Axis Network Video Recorders
autotunnel,,udp,IPSEC VPN tunnel over UDP
bluevertise,,udp,BlueVertise Network Protocol (BNP)
boundaryscan,,udp,Proprietary
boutfitness,,udp,Bout Fitness Synchronization Service
bq-cromo,,udp,bq Cromo protocol
breas,,udp,Breas
clique,,udp,Clique Link-Local Multicast Chat Room
collabio,,udp,Collabio
conecube,,udp,DNS SRV service for smarthome server
core-rd,,udp,Resource Directory accessed using CoAP
core-rd-dtls,,udp,Resource Directory accessed using CoAP over DTLS
coviot,,udp,Service for coviot branded devices
dbaudio,,udp,d&b audiotechnik remote network
dell-soo-ds,,udp,Spotlight on Oracle Diagnostic Server
demoncamremote,,udp,Peer-to-peer real-time video streaming
dhanda-g,,udp,DHANDAg is going for a site
dltimesync,,udp,Local Area Dynamic Time Synchronisation Protocol
dns-update,,udp,DNS Dynamic Update Service
dots-call-home,,udp,"DOTS Signal Channel Call Home Protocol.
      The service name is used to construct the SRV service names ""_dots-call-home._udp""
      and ""_dots-call-home._tcp"" for discovering Call Home DOTS clients used to establish
      DOTS signal channel call home."
eb-sync,,udp,Easy Books App data sync helper for Mac OS X and iOS
edcp,,udp,LaCie Ethernet Disk Configuration Protocol
est-coaps,,udp,EST over secure CoAP (EST-coaps)
fl-purr,,udp,FilmLight Cluster Power Control Service
flightdmp,,udp,Flight Data Monitoring Protocol
fv-cert,,udp,Fairview Certificate
fv-key,,udp,Fairview Key
fv-time,,udp,Fairview Time/Date
googexpeditions,,udp,Service related to Google Expeditions which is a technology for enabling multi-participant virtual fieldtrip experiences over a local wireless network. See http://g.co/expeditions for more details
gopro-wake,,udp,GoPro proprietary protocol to wake devices
gopro-web,,udp,GoPro proprietary protocol for devices
honeywell-vid,,udp,Honeywell Video Systems
htvncconf,,udp,HomeTouch Vnc Configuration
im,,udp,Instant Messaging
irobotmcs,,udp,iRobot Monitor and Control Service
labyrinth,,udp,Labyrinth local multiplayer protocol
larvaio-control,,udp,Larva IP Controller
logicnode,,udp,Logic Pro Distributed Audio
M30S1PT,,udp,Moritz30-Project Standard protocol 1 Plain Text
macfoh-audio,,udp,MacFOH audio stream
macfoh-events,,udp,MacFOH show control events
macfoh-data,,udp,MacFOH realtime data
mas,,udp,Pravala Mobility and Aggregation Service
matterc,,udp,Matter Commissionable Node Discovery
matterd,,udp,Matter Commissioner Discovery
mazepseudo-game,,udp,Peer to peer communication between instances of the Maze Pseudo game.
meshcop,,udp,Thread Mesh Commissioning
mn-passage,,udp,A Remote Control Application service used to control Computers on a Local Area Network
moncon,,udp,Sonnox MCON monitor controller protocol
nasmon,,udp,Proprietary communication protocol for NAS Monitor
neoriders,,udp,NeoRiders Client Discovery Protocol
nextcap,,udp,Proprietary communication protocol for NextCap capture solution
ni-ftp,,udp,NI FTP
ni-mail,,udp,NI MAIL
ntx,,udp,Tenasys
oak,,udp,Oak Device Services
oca,,udp,"Insecure OCP.1 protocol, which is the insecure TCP/IP implementation of the Object Control Architecture"
ocasec,,udp,"Secure OCP.1 protocol, which is the secure TCP/IP implementation of the Object Control Architecture"
olpc-activity1,,udp,One Laptop per Child activity
onenet-pgn,,udp,OneNet PGN Transport Service
opencu,,udp,Conferencing Protocol
oscit,,udp,Open Sound Control Interface Transfer
p2pchat,,udp,Peer-to-Peer Chat (Sample Java Bonjour application)
parity,,udp,PA-R-I-Ty (Public Address - Radio - Intercom - Telefony)
pres,,udp,Presence
psap,,udp,Progal Service Advertising Protocol
radioport,,udp,RadioPort Message Service
radiusdtls,,udp,"Authentication, Accounting, and Dynamic Authorization via the RADIUS protocol. This service name is used to construct the SRV service label ""_radiusdtls"" for discovery of RADIUS/DTLS servers."
